id,lambda,branch,alpha0,beta_plus0,beta_minus0,p_plus0,p_minus0,p_alpha0,momentum_rescale,tau_end,t_end,alpha_min,alpha_max,shear_max,shear_end,beta_max,wall_bounces,lyapunov_tau_bounded_only,recurrence,peaks_beta_plus,constraint_residual,steps,stop_reason,class
100,0.45,contracting,0.608779799,-0.396351360,0.396351360,0.877980,-32.428748,142.044951,1.000000,0.282131364,7.591165760e-1,-8.402565427,0.608779799,1.000214e+0,9.983529e-1,6.217498774,1,,0.268422003,0,6.326696e-13,1316,collapse,singular
101,0.45,contracting,0.388169699,0.230472960,-0.230472960,-21.183030,18.856879,74.914527,1.000000,0.161238295,6.507810667e-1,-8.616495048,0.388169699,1.040142e+0,9.831336e-1,8.567573832,1,,1.000000000,0,7.958475e-13,681,collapse,singular
102,0.45,contracting,0.167559598,-0.242702720,0.242702720,-43.244040,-19.857495,52.002286,1.000000,1.302919653,5.560078598e-1,-8.870670493,0.167559598,1.030642e+0,9.999999e-1,4.531795887,3,,0.995164708,0,3.808236e-11,1316,collapse,singular
103,0.45,contracting,0.846949498,0.384121600,-0.384121600,24.694950,31.428131,474.066516,1.000000,0.033336719,4.543834534e-1,-8.157769425,0.846949498,1.000000e+0,9.705764e-1,8.168426117,1,,1.000000000,0,1.905804e-12,538,collapse,singular
104,0.45,contracting,0.626339398,-0.089054079,0.089054079,2.633940,-7.286243,72.723261,1.000000,5.000000000,5.160083978e+0,-6.874672177,0.626339398,6.978230e+0,9.999031e-1,1.772651472,7,2.041928970,0.451408174,1,2.357113e-10,2431,window,chaotic
105,0.45,contracting,0.405729297,0.537770241,-0.537770241,-19.427070,43.999383,453.815494,1.000000,0.028306059,1.205961171e-1,-8.688705035,0.405729297,1.000425e+0,9.983368e-1,8.244553424,1,,1.000000000,0,1.267233e-12,253,collapse,singular
106,0.45,contracting,0.185119197,0.064594561,-0.064594561,-41.488080,5.285010,41.414817,1.000000,0.892315986,6.244190297e-1,-8.823226861,0.185119197,1.079075e+0,9.600534e-1,6.340511133,3,,1.103698101,0,4.043199e-12,1058,collapse,singular
107,0.45,contracting,0.864509097,-0.408581119,0.408581119,26.450910,-33.429364,274.842014,1.000000,0.218452255,8.931455248e-1,-8.139510426,0.864509097,1.000077e+0,9.997448e-1,5.144899473,2,,0.100696590,0,2.293840e-12,1446,collapse,singular
108,0.45,contracting,0.643898996,0.218243201,-0.218243201,4.389900,17.856262,125.710740,1.000000,0.320710396,1.011442490e+0,-8.359512350,0.643898996,1.000073e+0,9.015846e-1,7.065851903,1,,0.088902824,1,7.636209e-12,1480,collapse,singular
109,0.45,contracting,0.423288896,-0.254932479,0.254932479,-17.671110,-20.858112,57.098252,1.000000,1.189062579,1.195214772e+0,-8.579875248,0.423288896,1.110075e+0,7.772555e-1,5.363743790,3,,0.804776170,0,1.524410e-11,1708,collapse,singular
110,0.45,contracting,0.202678795,0.371891841,-0.371891841,-39.732120,30.427514,124.456389,1.000000,0.096529635,2.179525645e-1,-8.816843026,0.202678795,1.006334e+0,9.851679e-1,8.324294881,1,,1.000000000,0,1.246831e-12,416,collapse,singular
111,0.45,contracting,0.882068695,-0.101283839,0.101283839,28.206870,-8.286860,180.862146,1.000000,1.680052316,2.694554715e+0,-8.140230233,0.882068695,1.003025e+0,9.999797e-1,4.151292077,3,,0.832115163,0,2.775000e-10,1627,collapse,singular
112,0.45,contracting,0.661458595,0.525540481,-0.525540481,6.145859,42.998767,706.954048,1.000000,0.018956212,1.699838240e-1,-8.360690078,0.661458595,1.000231e+0,9.969668e-1,8.154656096,1,,1.000000000,0,1.343040e-12,320,collapse,singular
